Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
ER,1999.0,7.7,54651.0,"Drama, Romance",44.0,Series,TV-14,331.0,Mild,Moderate,Mild,Mild,Moderate
One of Us Is Lying,1999.0,6.6,537.0,"Crime, Drama, Mystery",-1.0,Series,None,9.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Wolf of Wall Street,2013.0,8.2,1271608.0,"Biography, Comedy, Crime",180.0,Film,R,-1.0,Severe,Moderate,Severe,Severe,Moderate
The Last Kingdom,2013.0,8.4,98462.0,"Action, Drama, History",60.0,Series,TV-MA,46.0,Moderate,Severe,Mild,Mild,Moderate
The Shawshank Redemption,1994.0,9.3,2474122.0,Drama,142.0,Film,R,-1.0,Mild,Moderate,Severe,Mild,Moderate
Star Trek: The Next Generation,1994.0,8.6,109337.0,"Action, Adventure, Mystery",44.0,Series,TV-PG,176.0,Mild,Mild,Mild,Mild,Moderate
The Walking Dead: World Beyond,1994.0,4.2,11306.0,"Drama, Horror, Sci-Fi",60.0,Series,TV-14,20.0,Mild,Moderate,Mild,Mild,Moderate
FBI,1994.0,6.9,13075.0,"Action, Crime, Drama",60.0,Series,TV-14,61.0,None,Moderate,Mild,Mild,Moderate
Fargo,1994.0,8.9,347559.0,"Crime, Drama, Thriller",53.0,Series,TV-MA,41.0,Mild,Severe,Moderate,Mild,Severe
Joker,2019.0,8.4,1077534.0,"Crime, Drama, Thriller",122.0,Film,R,-1.0,Mild,Severe,Moderate,Moderate,Severe
Harry Potter and the Sorcerer's Stone,2001.0,7.6,702396.0,"Adventure, Family, Fantasy",152.0,Film,PG,-1.0,None,Mild,Mild,None,Mild
Curb Your Enthusiasm,2001.0,8.7,111076.0,Comedy,28.0,Series,TV-MA,110.0,Moderate,None,Severe,Mild,None
Boruto: Naruto Next Generations,2001.0,7.1,16068.0,"Animation, Action, Adventure",23.0,Series,TV-14,221.0,None,Moderate,Mild,Mild,Moderate
Zodiac,2007.0,7.7,499163.0,"Crime, Drama, Mystery",157.0,Film,R,-1.0,Mild,Moderate,Moderate,Moderate,Severe
Supergirl,2007.0,6.2,117623.0,"Action, Adventure, Drama",43.0,Series,TV-PG,126.0,Mild,Mild,Mild,Mild,Mild
Snake Eyes: G.I. Joe Origins,2021.0,5.4,24928.0,"Action, Adventure, Fantasy",121.0,Film,PG-13,-1.0,None,Moderate,Moderate,Mild,Moderate
The Addams Family,1991.0,6.9,143815.0,"Comedy, Fantasy",99.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Mild
Brassic,1991.0,8.3,6334.0,"Comedy, Drama",43.0,Series,TV-MA,20.0,Moderate,Moderate,Severe,Severe,Mild
Sons of Anarchy,1991.0,8.5,275596.0,"Crime, Drama, Thriller",45.0,Series,TV-MA,92.0,Moderate,Severe,Moderate,Severe,Severe
Midsommar,2019.0,7.1,256462.0,"Drama, Horror, Mystery",148.0,Film,R,-1.0,Severe,Severe,Moderate,Severe,Severe
Spencer,2021.0,6.7,1044.0,"Biography, Drama, Romance",111.0,Film,R,-1.0,Severe,None,Severe,Moderate,Severe
Chapelwaite,2021.0,7.5,3531.0,"Drama, Horror, Mystery",-1.0,Series,TV-MA,10.0,None,Severe,Mild,Mild,Moderate
Dave Chappelle: The Closer,2021.0,8.1,12454.0,Comedy,72.0,Film,TV-MA,-1.0,Moderate,None,Severe,Mild,Mild
Kin,2021.0,7.7,1415.0,"Crime, Drama",-1.0,Series,None,8.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Wheel of Time,2021.0,-1.0,-1.0,"Action, Adventure, Drama",60.0,Series,None,7.0,No Rate,No Rate,No Rate,No Rate,No Rate
Avengers: Endgame,2019.0,8.4,947812.0,"Action, Adventure, Drama",181.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Cyrano,2021.0,6.9,86.0,"Drama, Musical, Romance",124.0,Film,PG-13,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Blue Bloods,2021.0,7.6,35262.0,"Crime, Drama, Mystery",43.0,Series,TV-14,239.0,None,Moderate,Mild,Mild,Mild
Dexter: New Blood,2021.0,-1.0,-1.0,Drama,-1.0,Series,None,10.0,No Rate,No Rate,No Rate,No Rate,No Rate
Wrath of Man,2021.0,7.2,117483.0,"Action, Crime, Thriller",119.0,Film,R,-1.0,Mild,Severe,Severe,Mild,Severe
Hocus Pocus 2,2022.0,-1.0,-1.0,"Comedy, Family, Fantasy",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Community,2022.0,8.5,237389.0,Comedy,22.0,Series,TV-14,110.0,Mild,None,Mild,Mild,None
The Duff,2015.0,6.5,89023.0,"Comedy, Romance",101.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Mild,None
NCIS: Hawai'i,2015.0,5.4,1734.0,"Action, Crime, Mystery",-1.0,Series,TV-14,7.0,No Rate,No Rate,No Rate,No Rate,No Rate
Family Guy,2015.0,8.1,316718.0,"Animation, Comedy",22.0,Series,(Banned),376.0,Moderate,Severe,Severe,Moderate,Mild
Evil,2015.0,7.7,18024.0,"Crime, Drama, Horror",42.0,Series,TV-14,27.0,Mild,Moderate,Mild,No Rate,Moderate
A Nightmare on Elm Street,1984.0,7.5,218811.0,Horror,91.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Severe
Tenet,2020.0,7.4,427885.0,"Action, Sci-Fi, Thriller",150.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Survive the Game,2021.0,5.5,1935.0,"Action, Thriller",97.0,Film,R,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
New Girl,2021.0,7.7,205005.0,Comedy,22.0,Series,TV-14,146.0,Moderate,None,Mild,Mild,None
Busanhaeng,2016.0,7.6,190528.0,"Action, Horror, Thriller",118.0,Film,Not Rated,-1.0,None,Severe,Mild,None,Severe
FBI: International,2016.0,6.1,1354.0,"Crime, Drama",-1.0,Series,TV-14,5.0,Mild,Moderate,Moderate,Mild,Moderate
Killing Eve,2016.0,8.2,97938.0,"Action, Adventure, Drama",42.0,Series,TV-14,32.0,Mild,Moderate,Mild,Mild,Moderate
Dark,2016.0,8.8,325113.0,"Crime, Drama, Mystery",60.0,Series,TV-MA,26.0,Moderate,Moderate,Moderate,Mild,Moderate
Hotel Transylvania: Transformania,2022.0,6.9,316.0,"Animation, Adventure, Comedy",-1.0,Film,PG,-1.0,None,Severe,Severe,Severe,Severe
Pretty Smart,2022.0,5.9,1581.0,"Comedy, Drama, Romance",30.0,Series,TV-14,10.0,Moderate,None,Moderate,Mild,None
Heels,2022.0,8.2,4027.0,"Drama, Sport",60.0,Series,TV-MA,8.0,Moderate,Moderate,Moderate,No Rate,No Rate
Stargirl,2022.0,7.2,14256.0,"Action, Adventure, Crime",566.0,Series,TV-PG,27.0,None,Moderate,Mild,Mild,None
This Is Us,2022.0,8.6,119228.0,"Comedy, Drama, Romance",45.0,Series,TV-14,89.0,Mild,None,Mild,Mild,Mild
Gladiator,2000.0,8.5,1403705.0,"Action, Adventure, Drama",155.0,Film,R,-1.0,Mild,Severe,Mild,None,Severe
Kota Factory,2000.0,9.2,61652.0,"Comedy, Drama",45.0,Series,TV-14,10.0,None,None,Mild,Mild,None
Escape Room: Tournament of Champions,2021.0,5.8,24494.0,"Action, Adventure, Horror",88.0,Film,PG-13,-1.0,None,Mild,Mild,None,Moderate
The 100,2021.0,7.6,231713.0,"Drama, Mystery, Sci-Fi",43.0,Series,TV-14,100.0,Mild,Moderate,Mild,Mild,Moderate
GoldenEye,1995.0,7.2,247470.0,"Action, Adventure, Thriller",130.0,Film,PG-13,-1.0,Moderate,Moderate,Mild,Mild,Moderate
The Godfather,1972.0,9.2,1709439.0,"Crime, Drama",175.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Moderate
Rocketman,2019.0,7.3,159046.0,"Biography, Drama, Music",121.0,Film,R,-1.0,Moderate,Mild,Moderate,Severe,Moderate
Chucky,2019.0,7.6,1976.0,"Horror, Mystery, Thriller",-1.0,Series,TV-MA,10.0,None,Severe,Severe,Mild,Severe
Good Witch,2019.0,7.3,9034.0,"Comedy, Drama, Fantasy",48.0,Series,TV-PG,76.0,None,None,None,None,None
Sex/Life,2019.0,5.3,16568.0,"Comedy, Drama, Romance",-1.0,Series,TV-MA,9.0,Severe,None,Moderate,Mild,None
Buffy the Vampire Slayer,2019.0,8.2,137622.0,"Action, Drama, Fantasy",44.0,Series,TV-14,145.0,Moderate,Moderate,Mild,Mild,Moderate
Beetle Juice,1988.0,7.5,277189.0,"Comedy, Fantasy",92.0,Film,PG,-1.0,Mild,Moderate,Moderate,Mild,Moderate
Magnum P.I.,1988.0,5.9,10579.0,"Action, Adventure, Crime",43.0,Series,TV-14,61.0,None,Mild,Mild,Mild,Mild
Friendzone,2021.0,5.9,1379.0,"Comedy, Romance",88.0,Film,TV-MA,-1.0,Moderate,None,Mild,Mild,None
The Nightmare Before Christmas,1993.0,8.0,311747.0,"Animation, Family, Fantasy",76.0,Film,PG,-1.0,None,Mild,None,None,Moderate
Interstellar,2014.0,8.6,1624116.0,"Adventure, Drama, Sci-Fi",169.0,Film,PG-13,-1.0,None,Mild,Mild,None,Moderate
The Rocky Horror Picture Show,1975.0,7.4,139351.0,"Comedy, Horror, Musical",100.0,Film,R,-1.0,Moderate,Mild,Mild,Mild,Mild
Pig,2021.0,6.9,33733.0,"Drama, Thriller",92.0,Film,R,-1.0,None,Moderate,Moderate,Mild,Moderate
The Orville,2021.0,8.0,64211.0,"Adventure, Comedy, Drama",44.0,Series,TV-14,37.0,Mild,Mild,Mild,Mild,Mild
Endeavour,2021.0,8.6,21802.0,"Crime, Drama, Mystery",89.0,Series,TV-14,33.0,Mild,Moderate,Mild,Mild,Mild
Batoru rowaiaru,2000.0,7.6,176302.0,"Action, Adventure, Drama",114.0,Film,Not Rated,-1.0,Mild,Severe,Mild,Mild,Severe
Homeland,2000.0,8.3,326240.0,"Crime, Drama, Mystery",55.0,Series,TV-MA,96.0,Severe,Moderate,Moderate,Mild,Moderate
Halloween,2007.0,6.1,113922.0,Horror,109.0,Film,R,-1.0,Severe,Severe,Severe,Mild,Severe
Knock Knock,2015.0,4.9,89175.0,"Drama, Thriller",99.0,Film,R,-1.0,Severe,Moderate,Severe,Mild,Moderate
The Dark Knight,2008.0,9.0,2428117.0,"Action, Crime, Drama",152.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Severe
Two and a Half Men,2008.0,7.0,249542.0,"Comedy, Romance",22.0,Series,TV-14,262.0,Moderate,Mild,Moderate,Severe,None
The Protégé,2021.0,6.1,13778.0,"Action, Crime, Thriller",109.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Moderate
I Know What You Did Last Summer,2021.0,5.1,1135.0,"Horror, Mystery, Thriller",45.0,Series,TV-14,8.0,Moderate,Moderate,Severe,Severe,Severe
Parks and Recreation,2021.0,8.6,233155.0,Comedy,22.0,Series,TV-14,124.0,Mild,Mild,Mild,Mild,None
Star Trek: Lower Decks,2021.0,7.2,12261.0,"Animation, Action, Adventure",25.0,Series,TV-MA,30.0,Mild,Moderate,Mild,Mild,Mild
One Piece: Wan pîsu,2021.0,8.8,86612.0,"Animation, Action, Adventure",24.0,Series,TV-14,995.0,Mild,Moderate,Mild,Moderate,Moderate
Ghostbusters: Afterlife,2021.0,-1.0,-1.0,"Comedy, Fantasy",-1.0,Film,PG-13,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
A Quiet Place Part II,2020.0,7.3,165973.0,"Drama, Horror, Sci-Fi",97.0,Film,PG-13,-1.0,None,Moderate,Mild,None,Severe
Cobra Kai,2020.0,8.6,127699.0,"Action, Comedy, Drama",30.0,Series,TV-14,41.0,Mild,Moderate,Moderate,Moderate,Mild
FBI: Most Wanted,2020.0,6.8,5342.0,"Action, Crime, Drama",45.0,Series,TV-14,34.0,Mild,Moderate,Mild,Moderate,Moderate
Don't Breathe 2,2021.0,6.1,29241.0,"Action, Drama, Horror",98.0,Film,R,-1.0,None,Severe,Moderate,Mild,Severe
House of Wax,2005.0,5.4,119934.0,"Horror, Thriller",113.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Severe
Wonder Woman 1984,2020.0,5.4,233753.0,"Action, Adventure, Fantasy",151.0,Film,PG-13,-1.0,Mild,Mild,Mild,None,Mild
Zack Snyder's Justice League,2021.0,8.1,340603.0,"Action, Adventure, Fantasy",242.0,Film,R,-1.0,None,Moderate,Mild,Mild,Moderate
A Million Little Things,2021.0,7.9,10844.0,"Comedy, Drama, Romance",43.0,Series,TV-14,63.0,Mild,None,Mild,Mild,Mild
Reservation Dogs,2021.0,8.2,5946.0,"Comedy, Crime",30.0,Series,TV-MA,9.0,None,None,Severe,Mild,No Rate
Mad Men,2021.0,8.6,220406.0,Drama,47.0,Series,TV-14,92.0,Moderate,Mild,Mild,Severe,Mild
Killers of the Flower Moon,2021.0,-1.0,-1.0,"Crime, Drama, History",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Goldbergs,2021.0,8.0,34243.0,Comedy,22.0,Series,TV-PG,192.0,Mild,None,Mild,Mild,None
Nobody,2021.0,7.4,164357.0,"Action, Crime, Drama",92.0,Film,R,-1.0,None,Severe,Severe,Mild,Severe
The Tomorrow War,2021.0,6.6,170217.0,"Action, Adventure, Drama",138.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
1917,2019.0,8.3,497055.0,"Action, Drama, War",119.0,Film,R,-1.0,None,Severe,Moderate,Mild,Severe
Cowboy Bebop,2019.0,-1.0,-1.0,"Action, Adventure, Crime",-1.0,Series,TV-14,10.0,No Rate,No Rate,No Rate,No Rate,No Rate
Sweet Home,2019.0,7.4,14574.0,"Drama, Fantasy, Horror",52.0,Series,TV-MA,10.0,None,Severe,Moderate,Moderate,Severe
The 355,2022.0,-1.0,-1.0,"Action, Thriller",-1.0,Film,PG-13,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Station 19,2022.0,6.7,11053.0,"Action, Drama, Romance",60.0,Series,TV-14,63.0,Mild,Moderate,Mild,Mild,Moderate
Law & Order,2022.0,7.7,33951.0,"Crime, Drama, Mystery",45.0,Series,TV-14,457.0,Mild,Moderate,Mild,Moderate,Moderate
The Hunger Games,2012.0,7.2,874403.0,"Action, Adventure, Sci-Fi",142.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Jennifer's Body,2009.0,5.3,125403.0,"Comedy, Horror",102.0,Film,R,-1.0,Mild,Severe,Severe,Mild,Severe
Prison Break,2009.0,8.3,499859.0,"Action, Crime, Drama",44.0,Series,TV-14,90.0,Mild,Moderate,Mild,Mild,Moderate
House of Gucci,2021.0,-1.0,-1.0,"Crime, Drama, Thriller",-1.0,Film,R,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Outer Banks,2021.0,7.6,36571.0,"Action, Crime, Drama",50.0,Series,TV-MA,20.0,Mild,Mild,Moderate,Moderate,Moderate
Braqueurs,2021.0,7.0,1440.0,"Action, Crime, Drama",44.0,Series,TV-MA,6.0,Mild,Severe,Severe,Severe,Mild
The Power of the Dog,2021.0,6.6,2853.0,"Drama, Romance, Western",126.0,Film,R,-1.0,Moderate,Mild,Mild,Moderate,Mild
Halloween II,1981.0,6.5,81417.0,Horror,92.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Severe
Sherlock,1981.0,9.1,853642.0,"Crime, Drama, Mystery",88.0,Series,TV-14,15.0,Mild,Moderate,Mild,Moderate,Moderate
Trick 'r Treat,2007.0,6.8,86032.0,"Comedy, Horror",82.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Moderate
Prisoners,2013.0,8.1,641220.0,"Crime, Drama, Mystery",153.0,Film,R,-1.0,None,Severe,Severe,Mild,Severe
Hereditary,2018.0,7.3,270994.0,"Drama, Horror, Mystery",127.0,Film,R,-1.0,Moderate,Severe,Moderate,Moderate,Severe
Black as Night,2021.0,3.9,1087.0,"Drama, Horror, Thriller",87.0,Film,Not Rated,-1.0,None,Mild,Moderate,Moderate,Moderate
The Good Girl,2002.0,6.4,44437.0,"Drama, Romance",93.0,Film,R,-1.0,Moderate,Moderate,Moderate,Moderate,Mild
Teen Wolf,2002.0,7.6,136164.0,"Action, Drama, Fantasy",41.0,Series,TV-14,100.0,Mild,Moderate,Mild,Mild,Moderate
Dr. Death,2021.0,7.7,7648.0,"Crime, Drama, Thriller",-1.0,Series,TV-MA,8.0,Moderate,Moderate,Severe,Moderate,Mild
It,2017.0,7.3,491621.0,Horror,135.0,Film,R,-1.0,Mild,Severe,Severe,Mild,Severe
The Father,2020.0,8.3,101279.0,Drama,97.0,Film,PG-13,-1.0,None,Mild,Mild,Mild,Moderate
Die Another Day,2002.0,6.1,212253.0,"Action, Adventure, Thriller",133.0,Film,PG-13,-1.0,Moderate,Moderate,Mild,Mild,Moderate
Call the Midwife,2002.0,8.5,22472.0,"Drama, History",60.0,Series,TV-PG,89.0,None,Mild,None,Mild,Mild
Inception,2010.0,8.8,2178860.0,"Action, Adventure, Sci-Fi",148.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Doctor Sleep,2019.0,7.3,167153.0,"Drama, Fantasy, Horror",152.0,Film,R,-1.0,Mild,Severe,Moderate,Moderate,Severe
Pulp Fiction,1994.0,8.9,1915230.0,"Crime, Drama",154.0,Film,R,-1.0,Moderate,Severe,Severe,Severe,Moderate
Ask 101,1994.0,7.5,12077.0,"Comedy, Drama, Romance",40.0,Series,TV-14,16.0,Mild,Mild,Severe,Moderate,Mild
The Departed,2006.0,8.5,1244747.0,"Crime, Drama, Thriller",151.0,Film,R,-1.0,Moderate,Severe,Severe,Moderate,Severe
Spider-Man,2002.0,7.3,728050.0,"Action, Adventure, Sci-Fi",121.0,Film,PG-13,-1.0,Mild,Moderate,Mild,None,Moderate
Euphoria,2002.0,8.4,79994.0,Drama,55.0,Series,TV-MA,15.0,Severe,Moderate,Severe,Severe,Severe
The Umbrella Academy,2002.0,8.0,182838.0,"Action, Adventure, Comedy",60.0,Series,TV-14,30.0,Mild,Moderate,Mild,Moderate,Mild
Once Upon a Time,2002.0,7.7,214885.0,"Adventure, Fantasy, Romance",60.0,Series,TV-PG,156.0,Mild,Mild,Mild,Mild,Mild
Reminiscence,2021.0,5.9,36510.0,"Mystery, Romance, Sci-Fi",116.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Moderate,Moderate
Hollington Drive,2021.0,4.6,254.0,Thriller,60.0,Series,None,4.0,No Rate,No Rate,No Rate,No Rate,No Rate
Heartland,2021.0,8.4,13006.0,"Drama, Family",45.0,Series,TV-PG,225.0,None,Mild,Mild,Mild,None
Boku no hîrô akademia,2021.0,8.4,48172.0,"Animation, Action, Adventure",24.0,Series,TV-14,117.0,Mild,Moderate,Mild,None,Mild
Knives Out 2,2022.0,-1.0,-1.0,"Comedy, Crime, Drama",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Scary Movie,2000.0,6.2,243587.0,Comedy,88.0,Film,R,-1.0,Severe,Severe,Severe,Moderate,Moderate
South Park,2000.0,8.7,345100.0,"Animation, Comedy",22.0,Series,TV-MA,311.0,Severe,Severe,Severe,Severe,Moderate
Turner & Hooch,2000.0,6.6,2625.0,"Comedy, Drama, Family",-1.0,Series,TV-PG,12.0,Mild,Mild,None,None,Moderate
Mortal Kombat,2021.0,6.1,145124.0,"Action, Adventure, Fantasy",110.0,Film,R,-1.0,None,Severe,Severe,Mild,Severe
Ghostbusters,1984.0,7.8,374701.0,"Action, Comedy, Fantasy",105.0,Film,PG,-1.0,Mild,Mild,Moderate,Mild,Mild
Locke & Key,1984.0,7.4,51137.0,"Drama, Fantasy, Horror",48.0,Series,TV-14,24.0,Mild,Moderate,Mild,Mild,Mild
The Sinner,1984.0,7.9,99632.0,"Crime, Drama, Mystery",45.0,Series,TV-MA,29.0,Moderate,Moderate,Moderate,Moderate,Severe
Fight Club,1999.0,8.8,1948261.0,Drama,139.0,Film,R,-1.0,Moderate,Severe,Severe,Moderate,Severe
Rakka,2017.0,7.4,7037.0,"Short, Horror, Sci-Fi",22.0,Film,Not Rated,-1.0,No Rate,Severe,Moderate,Mild,No Rate
The Lord of the Rings: The Fellowship of the Ring,2001.0,8.8,1736338.0,"Action, Adventure, Drama",178.0,Film,PG-13,-1.0,None,Moderate,None,Mild,Moderate
Help,2021.0,8.0,4320.0,Drama,98.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Mean Girls,2004.0,7.0,356752.0,Comedy,97.0,Film,PG-13,-1.0,Moderate,Mild,Moderate,Mild,Mild
Daredevil,2004.0,8.6,382011.0,"Action, Crime, Drama",54.0,Series,TV-MA,39.0,Mild,Severe,Moderate,Mild,Severe
The Shining,1980.0,8.4,946683.0,"Drama, Horror",146.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Severe
Star Trek: Deep Space Nine,1980.0,8.0,57362.0,"Action, Adventure, Drama",45.0,Series,TV-PG,173.0,Mild,Moderate,Mild,Mild,Moderate
Dr. No,1962.0,7.2,157817.0,"Action, Adventure, Thriller",110.0,Film,PG,-1.0,Mild,Mild,Mild,Mild,Mild
Hawaii Five-0,1962.0,7.3,69783.0,"Action, Crime, Drama",42.0,Series,TV-14,240.0,Mild,Moderate,None,Mild,Moderate
Arrow,1962.0,7.5,418232.0,"Action, Adventure, Crime",42.0,Series,TV-14,170.0,Mild,Moderate,Mild,Moderate,Moderate
Léon,1994.0,8.5,1085586.0,"Action, Crime, Drama",110.0,Film,R,-1.0,Mild,Severe,Moderate,Moderate,Moderate
The Manor,2021.0,5.3,1677.0,Horror,81.0,Film,Not Rated,-1.0,None,None,Mild,None,Mild
Bosch,2021.0,8.4,58565.0,"Crime, Drama",51.0,Series,TV-MA,68.0,Moderate,Moderate,Moderate,Moderate,Moderate
South of Heaven,2021.0,5.7,376.0,"Action, Crime, Drama",120.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Encanto,2021.0,-1.0,-1.0,"Animation, Adventure, Comedy",-1.0,Film,PG,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Don't Look Up,2021.0,-1.0,-1.0,"Comedy, Drama, Sci-Fi",145.0,Film,R,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Legends of Tomorrow,2021.0,6.8,97989.0,"Action, Adventure, Drama",42.0,Series,TV-14,104.0,Mild,Moderate,Mild,Mild,Mild
Bingo Hell,2021.0,4.3,1139.0,"Comedy, Fantasy, Horror",85.0,Film,Not Rated,-1.0,None,Moderate,Moderate,Mild,Mild
Django Unchained,2012.0,8.4,1432853.0,"Drama, Western",165.0,Film,R,-1.0,Moderate,Severe,Severe,Mild,Severe
Zhang jin hu,2021.0,5.2,646.0,"Action, Drama, War",176.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Friday the 13th,1980.0,6.4,129391.0,"Horror, Mystery, Thriller",95.0,Film,R,-1.0,Moderate,Severe,Mild,Mild,Severe
Gone Girl,2014.0,8.1,912613.0,"Drama, Mystery, Thriller",149.0,Film,R,-1.0,Severe,Severe,Severe,Mild,Severe
Bob's Burgers,2014.0,8.1,71250.0,"Animation, Comedy",22.0,Series,TV-PG,222.0,Mild,Mild,Mild,Mild,None
Truth Be Told,2014.0,7.1,9465.0,"Crime, Drama, Mystery",45.0,Series,TV-MA,18.0,Mild,No Rate,Moderate,No Rate,No Rate
Virgin River,2014.0,7.4,30823.0,"Drama, Romance",44.0,Series,TV-14,32.0,Mild,Mild,Mild,Mild,Mild
"If I Can't Have Love, I Want Power",2021.0,7.0,1061.0,"Drama, Fantasy, Horror",53.0,Film,R,-1.0,Severe,Moderate,Mild,Mild,Mild
SEAL Team,2021.0,7.6,19476.0,"Action, Drama, War",43.0,Series,TV-14,94.0,None,Moderate,Moderate,Mild,Moderate
Poltergeist,1982.0,7.3,152037.0,"Horror, Thriller",114.0,Film,PG,-1.0,Mild,Moderate,Mild,Moderate,Severe
The Silence of the Lambs,1991.0,8.6,1336681.0,"Crime, Drama, Thriller",118.0,Film,R,-1.0,Moderate,Severe,Moderate,None,Severe
Love & Other Drugs,2010.0,6.7,190511.0,"Comedy, Drama, Romance",112.0,Film,R,-1.0,Severe,Mild,Severe,Moderate,Mild
Saturday Night Live,2010.0,8.0,45651.0,"Comedy, Music",90.0,Series,TV-14,915.0,Moderate,Mild,Moderate,Moderate,None
Star Trek: Discovery,2010.0,7.2,103517.0,"Action, Adventure, Drama",60.0,Series,TV-14,53.0,Mild,Moderate,Moderate,None,Moderate
Red Rocket,2021.0,7.4,512.0,"Comedy, Drama",128.0,Film,R,-1.0,Severe,No Rate,No Rate,No Rate,Mild
Scrubs,2021.0,8.3,244809.0,"Comedy, Drama",22.0,Series,TV-14,182.0,Mild,Mild,Mild,Mild,Mild
Hush,2016.0,6.6,117663.0,"Horror, Thriller",82.0,Film,R,-1.0,None,Severe,Moderate,None,Severe
Line of Duty,2016.0,8.7,49699.0,"Crime, Drama, Mystery",60.0,Series,TV-14,36.0,Mild,Severe,Mild,Mild,Moderate
Gunpowder Milkshake,2021.0,6.0,30807.0,"Action, Crime, Thriller",114.0,Film,R,-1.0,None,Severe,Moderate,Mild,Moderate
Pleasure,2021.0,6.9,698.0,Drama,109.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Agents of S.H.I.E.L.D.,2021.0,7.5,207705.0,"Action, Adventure, Drama",45.0,Series,TV-PG,136.0,Mild,Moderate,Mild,Mild,Moderate
The Good Place,2021.0,8.2,133186.0,"Comedy, Drama, Fantasy",22.0,Series,TV-PG,50.0,Mild,Mild,Mild,Mild,None
Candyman,1992.0,6.7,83944.0,"Horror, Thriller",99.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Severe
True Blood,1992.0,7.8,235708.0,"Drama, Fantasy, Mystery",55.0,Series,TV-MA,81.0,Severe,Severe,Severe,Moderate,Moderate
Shadow and Bone,1992.0,7.7,66152.0,"Action, Adventure, Drama",-1.0,Series,TV-14,16.0,Mild,Moderate,None,Mild,Moderate
How to Get Away with Murder,1992.0,8.1,139455.0,"Crime, Drama, Mystery",43.0,Series,TV-14,90.0,Moderate,Moderate,Mild,Moderate,Moderate
Thir13en Ghosts,2001.0,5.6,83586.0,"Fantasy, Horror",91.0,Film,R,-1.0,Moderate,Severe,Moderate,None,Severe
The Fall,2001.0,8.1,93338.0,"Crime, Drama, Thriller",60.0,Series,TV-MA,17.0,Severe,Moderate,Moderate,Moderate,Severe
Mad Max: Fury Road,2015.0,8.1,930996.0,"Action, Adventure, Sci-Fi",120.0,Film,R,-1.0,Mild,Moderate,Mild,Mild,Moderate
Mindhunter,2015.0,8.6,244658.0,"Crime, Drama, Thriller",60.0,Series,TV-MA,19.0,Severe,Severe,Moderate,Mild,Moderate
Man on Fire,2004.0,7.7,345641.0,"Action, Crime, Drama",146.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Severe
Tusk,2014.0,5.3,49430.0,"Comedy, Drama, Horror",102.0,Film,R,-1.0,Moderate,Severe,Severe,Mild,Severe
Red Election,2014.0,6.1,252.0,Thriller,-1.0,Series,None,10.0,No Rate,No Rate,No Rate,No Rate,No Rate
The World Is Not Enough,1999.0,6.4,194551.0,"Action, Adventure, Crime",128.0,Film,PG-13,-1.0,Moderate,Moderate,Mild,Mild,Moderate
Halloweentown,1998.0,6.7,15617.0,"Adventure, Comedy, Family",84.0,Film,TV-G,-1.0,None,Mild,None,None,Mild
Invincible,1998.0,8.7,92233.0,"Animation, Action, Adventure",50.0,Series,TV-MA,13.0,Mild,Severe,Moderate,Mild,Severe
